"species","gid"
"Ouratea_weberbaueri",62402
"Oxalis_dillenii",62460
"Cestrum_lorentzianum",18278
"Moronobea_jenmanii",57766
"Moronobea_ptaritepuiana",57767
"Morrenia_hassleriana",57768
"Morrenia_herzogii",57769
"Morrenia_intermedia",57770
"Morrenia_odorata",57771
"Morrenia_stormiana",57773
"Mortoniodendron_guatemalense",57777
"Mortoniodendron_membranaceum",57778
"Mortoniodendron_palaciosii",57779
"Mortoniodendron_pilosum",57780
"Mortoniodendron_sulcatum",57781
"Mortoniodendron_uxpanapense",57782
"Mortoniodendron_vestitum",57783
"Morus_alba",57784
"Mouriri_torquata",57863
"Mouriri_exadenia",57865
"Mouriri_tessmannii",57897
"Mouriri_trunciflora",57898
"Nasturtium_microphyllum",59125
"Mouriri_uncitheca",57900
"Mouriri_vernicosa",57901
"Moussonia_deppeana",57903
"Mucuna_argyrophylla",57918
"Mucuna_mollis",57930
"Mulinum_hallei",57980
"Muhlenbergia_crispiseta",57985
"Muhlenbergia_polycaulis",58026
"Muhlenbergia_palmeri",58048
"Munnozia_senecionidis",58133
"Musa_acuminata",58152
"Musineon_vaginatum",58172
"Mussaenda_cultivars",58173
"Mussaenda_frondosa",58174
"Mussaenda_philippica",58175
"Mutisia_acuminata",58177
"Myoxanthus_punctatus",58300
"Myoxanthus_ruschii",58301
"Myoxanthus_sarcodactylae",58302
"Myoxanthus_scandens",58303
"Myoxanthus_serripetalus",58304
"Myoxanthus_trachychlamys",58306
"Myracrodruon_urundeuva",58309
"Myrcia_catharinensis",58377
"Myrcia_cuprea",58396
"Myrcia_hatschbachii",58448
"Myrcia_laruotteana",58483
"Myrcianthes_leucoxyla",58517
"Myrcianthes_mato",58518
"Myrcianthes_myrsinoides",58519
"Myrcianthes_oreophila",58520
"Myrcianthes_orthostemon",58521
"Myrcianthes_prodigiosa",58522
"Myrcianthes_pseudomato",58523
"Myrcianthes_pungens",58524
"Myrcianthes_quinqueloba",58525
"Myrcianthes_rhopaloides",58526
"Myrcia_pusilla",58566
"Myrcia_rubiginosa",58597
"Myrcia_rufipes",58598
"Myrcia_stictophylla",58633
"Myrcia_stricta",58634
"Myrcia_supraxillaris",58645
"Myriotrema_compunctum",58674
"Myriotrema_glaucescens",58675
"Myriotrema_laeviusculum",58676
"Myriotrema_rugiferum",58677
"Myriotrema_subcompunctum",58678
"Myristica_fragrans",58679
"Myrmecophila_brysiana",58680
"Myrsine_congesta",58681
"Myrsine_coriacea",58682
"Myrsine_cubana",58683
"Myrsine_cupuliformis",58759
"Myrsine_wettsteinii",58790
"Navarretia_rosulata",59180
"Passiflora_candida",64551
"Chaenotheca_furfuracea",18408
"Myrsine_squarrosa",58803
"Myrsine_umbellata",58804
"Myrsine_venosa",58805
"Myrsine_villosissima",58806
"Myrsine_weberbaueri",58807
"Myrteola_phylicoides",58808
"Myrtillocactus_cochal",58809
"Najas_flexilis",58834
"Najas_gracillima",58835
"Navia_polyglomerata",58836
"Nama_undulata",58864
"Nama_xylopodum",58865
"Nama_hispidum",58884
"Nama_jamaicense",58885
"Nama_origanifolia",58890
"Napaea_dioica",58907
"Nasa_weberbaueri",59000
"Nassauvia_revoluta",59026
"Nassauvia_sceptrum",59027
"Nassella_entrerriensis",59052
"Nassella_fabrisii",59053
"Nassella_famatinensis",59054
"Nassella_filiculmis",59055
"Nassella_formicarum",59056
"Nassella_gibba",59057
"Nassella_gigantea",59058
"Nastus_borbonicus",59059
"Naucleopsis_caloneura",59060
"Navia_pulvinata",59181
"Navarretia_filicaulis",59183
"Navarretia_furnissii",59184
"Navarretia_gowenii",59185
"Navarretia_heterodoxa",59186
"Navarretia_intertexta",59187
"Navarretia_involucrata",59188
"Navia_parvula",59189
"Navarretia_leptalea",59194
"Navarretia_leucocephala",59195
"Navarretia_pubescens",59204
"Nectandra_furcata",59300
"Nectouxia_formosa",59370
"Nectria_parmeliae",59371
"Neea_acuminatissima",59372
"Neea_altissima",59373
"Peperomia_lancifolioidea",66306
"Cheilanthes_cuneata",18889
"Neea_anisophylla",59376
"Neea_boliviana",59378
"Neea_clarkii",59383
"Neea_constricta",59384
"Neea_laetevirens",59396
"Nelumbo_lutea",59440
"Nemastylis_geminiflora",59474
"Neobuxbaumia_tetetzo",59492
"Neocabreria_serrulata",59496
"Neocalyptrocalyx_longifolium",59497
"Neocalyptrocalyx_necatarius",59498
"Neomarica_variegata",59524
"Neomarica_imbricata",59572
"Neomarica_longifolia",59573
"Neomarica_northiana",59574
"Nephrolepis_biserrata",59599
"Nephrolepis_brownii",59600
"Nephrolepis_cordifolia",59601
"Neurolaena_venturana",59766
"Neurolejeunea_breutelii",59767
"Neurolepis_acuminatissima",59768
"Neurolepis_angusta",59769
"Neurolepis_aperta",59770
"Neurolepis_asymmetrica",59771
"Neurolepis_elata",59772
"Neurolepis_fimbriligulata",59773
"Nierembergia_browallioides",59862
"Nierembergia_calycina",59863
"Chloris_canterai",19237
"Chloris_castilloniana",19238
"Chloris_ciliata",19239
"Nissolia_gentryi",59947
"Nissolia_hintonii",59948
"Noccaea_montana",59949
"Noccaea_parviflora",59950
"Nodobryoria_oregana",59951
"Nototriche_rohmederi",59952
"Nohawilliamsia_pirarensis",59953
"Nolana_adansonii",59955
"Norantea_guianensis",59975
"Notopleura_pacorana",59987
"Notopleura_panamensis",59988
"Nolana_rostrata",59990
"Notopleura_parasiggersiana",59991
"Notholaena_weatherbiana",60068
"Chloris_cucullata",19240
"Notanthera_heterophylla",60100
"Nothoscordum_tafiense",60132
"Notopleura_macropodantha",60210
"Notylia_pittieri",60302
"Nymphaea_gracilis",60339
"Nymphaea_jamesoniana",60340
"Nymphaea_lasiophylla",60341
"Nymphaea_leibergii",60342
"Nymphaea_lingulata",60343
"Nymphaea_lotus",60344
"Nymphaea_nouchali",60345
"Nymphaea_novogranatensis",60346
"Nymphaea_odorata",60347
"Nymphaea_oxypetala",60348
"Nymphaea_pulchella",60349
"Nymphaea_rudgeana",60351
"Ochrolechia_subisidiata",60412
"Ocotea_bofo",60436
"Ocotea_bangii",60464
"Ocotea_aciphylla",60471
"Ocotea_aniboides",60483
"Ocotea_benthamiana",60489
"Ocotea_insularis",60586
"Ocotea_magnifolia",60618
"Ocotea_magnifrons",60619
"Ocotea_magnilimba",60620
"Ocotea_mandioccana",60621
"Oplonia_microphylla",61464
"Oplopanax_horridus",61466
"Ocotea_marmellensis",60622
"Ocotea_matensis",60623
"Ocotea_matogrossensis",60624
"Ocotea_matudae",60625
"Ocotea_subalata",60626
"Ocotea_subrutilans",60627
"Ocotea_subterminalis",60628
"Ocotea_serrana",60694
"Ocotea_silvestris",60695
"Ocotea_platyphylla",60696
"Ocotea_polyantha",60697
"Ocotea_pomaderroides",60698
"Ocotea_porosa",60699
"Ocotea_praetermissa",60700
"Ocotea_producta",60701
"Ocotea_prunifolia",60702
"Ocotea_puberula",60704
"Ocotea_pulchella",60705
"Ocotea_sinuata",60706
"Ocotea_smithiana",60707
"Octomeria_gehrtii",60807
"Odontadenia_anomala",60843
"Odontadenia_aracamunensis",60844
"Odontadenia_funigera",60845
"Odontadenia_glauca",60846
"Odontites_serotinus",60847
"Odontadenia_gracilipes",60848
"Orthaea_crinita",61890
"Odontadenia_kochii",60849
"Odontadenia_lutea",60851
"Odontadenia_macrantha",60852
"Odontadenia_markgrafiana",60853
"Odontocarya_floribunda",60867
"Oenothera_hartwegii",60984
"Oenothera_heterophylla",60985
"Oenothera_cardiophylla",60987
"Oenothera_catharinensis",60988
"Oenothera_curtissii",60989
"Oenothera_deltoides",60990
"Oenothera_dentata",60991
"Oenothera_deserticola",60992
"Oenothera_perennis",61048
"Oligotrichum_erosum",61049
"Oenothera_pilosella",61053
"Chuquiraga_parviflora",19729
"Oligotrichum_falcatum",61085
"Okenia_hypogaea",61095
"Oligactis_ochracea",61132
"Oligotrichum_aligerum",61134
"Oncidium_wedellii",61306
"Oncidium_wentworthianum",61307
"Oncidium_wyattianum",61308
"Oncoba_echinata",61309
"Oncoba_laurina",61310
"Oncoba_routledgei",61311
"Oncophorus_fuegianus",61312
"Oncophorus_glaucus",61313
"Oncophorus_guatemalensis",61314
"Ophioglossum_engelmannii",61429
"Ophthalmoblapton_macrophyllum",61451
"Ophthalmoblapton_pedunculare",61452
"Ophthalmolejeunea_brunnea",61453
"Opuntia_huajuapensis",61454
"Opisthocentra_clidemioides",61455
"Opizia_bracteata",61456
"Opizia_stolonifera",61457
"Oplismenopsis_najada",61458
"Oplismenus_burmanni",61459
"Oplismenus_burmannii",61460
"Oplismenus_compositus",61461
"Oplismenus_hirtellus",61462
"Oplonia_jujuyensis",61463
"Chuquiraga_rosulata",19730
"Opuntia_atropes",61475
"Oreopanax_ilicifolius",61674
"Oreopanax_impolitus",61675
"Oreopanax_iodophyllus",61676
"Orthocarpus_copelandii",61677
"Orthocarpus_cuspidatus",61678
"Oreopanax_lancifolium",61679
"Oreopanax_liebmannii",61680
"Oreopanax_macrocephalus",61681
"Oreopanax_madidiensis",61682
"Orthocarpus_faucibarbatus",61684
"Orthocarpus_imbricatus",61685
"Oreopanax_trollii",61736
"Ormoloma_imrayanum",61769
"Ornithidium_multicaule",61826
"Ornithidium_nicaraguense",61827
"Ornithocephalus_myrticola",61853
"Ortachne_rariflora",61883
"Orthaea_abbreviata",61884
"Orthaea_apophysata",61885
"Orthaea_boliviensis",61886
"Orthaea_brachysiphon",61887
"Orthaea_breviflora",61888
"Orthaea_coriacea",61889
"Coccocypselum_erythrocephalum",21502
"Coccocypselum_geophiloides",21503
"Orthocarpus_pachystachyus",61891
"Orophaca_proimantha",61907
"Orthaea_secundiflora",61922
"Orthion_malpighiifolium",61927
"Orthion_montanum",61928
"Orthion_oblanceolatum",61929
"Orthion_subsessile",61930
"Orthion_veracruzense",61931
"Orthocarpus_barbatus",61932
"Orthocarpus_bracteosus",61933
"Otatea_ximenae",62187
"Ouratea_coccinea",62289
"Ouratea_confertiflora",62290
"Ouratea_crassa",62291
"Ouratea_crassifolia",62292
"Ouratea_crassinervia",62293
"Ouratea_curvata",62294
"Ouratea_humilis",62322
"Coccocypselum_glabrifolium",21504
"Coccocypselum_guianense",21505
"Oxalis_dimidiata",62461
"Oxalis_discolor",62462
"Oxalis_divaricata",62464
"Oxalis_pinguiculacea",62570
"Oxalis_spiralis",62601
"Oxypetalum_arnottianum",62671
"Oxypetalum_attenuatum",62672
"Oxypetalum_aurantiacum",62673
"Oxypetalum_balansae",62674
"Oxypetalum_banksii",62675
"Oxypetalum_barberoanum",62676
"Oxypetalum_bellohorizontinum",62677
"Pachira_squamigera",62678
"Oxypetalum_mexiae",62723
"Oxypetalum_urbanianum",62751
"Oxypetalum_warmingii",62752
"Oxypetalum_weberbaueri",62753
"Pabstia_schunkiana",62787
"Pabstiella_fusca",62796
"Oyedaea_obovata",62798
"Pachira_obovata",62868
"Pachira_orinocensis",62869
"Pachira_paraensis",62870
"Pachira_patinoi",62871
"Pachira_pseudofaroensis",62872
"Pachira_quinata",62873
"Pachira_retusa",62874
"Pachira_rupicola",62875
"Pachira_rurrenabaqueana",62876
"Pachira_sessilis",62877
"Pachira_sordida",62878
"Coccocypselum_herbaceum",21506
"Coccocypselum_hirsutum",21507
"Pachyphytum_caesium",62906
"Pachyptera_kerere",62915
"Packera_aurea",62948
"Paeonia_mascula",62974
"Paeonia_officinalis",62975
"Paeonia_peregrina",62976
"Paeonia_rockii",62977
"Paeonia_suffruticosa",62978
"Paeonia_tenuifolia",62979
"Paepalanthus_acantholimon",62980
"Paepalanthus_chlorocephalus",63058
"Paepalanthus_phelpsiae",63144
"Pagamea_puberula",63217
"Pagamea_sessiliflora",63218
"Palafoxia_reverchonii",63228
"Palaua_mollendoensis",63229
"Palaua_moschata",63230
"Palicourea_radians",63231
"Coccocypselum_hispidulum",21508
"Coccocypselum_lanceolatum",21509
"Palicourea_azurea",63291
"Palicourea_chrysocalymma",63321
"Palicourea_demissa",63339
"Palicourea_grandistipula",63366
"Palicourea_obesiflora",63443
"Palicourea_obovata",63444
"Palicourea_obtusata",63445
"Palicourea_orosiana",63446
"Palicourea_orquidea",63447
"Palicourea_orthoneura",63448
"Palicourea_otongensis",63449
"Palicourea_ovalis",63450
"Palicourea_pyramidalis",63451
"Palicourea_quadrifolia",63452
"Palicourea_seemannii",63474
"Palicourea_smithiana",63476
"Palicourea_urbaniana",63504
"Palmerella_debilis",63505
"Palmorchis_eidae",63506
"Panicum_jahnii",63507
"Palicourea_vacillans",63508
"Coccocypselum_lyman_smithii",21510
"Coccocypselum_pulchellum",21511
"Collema_nigrescens",21772
"Palicourea_vagans",63509
"Palicourea_vaginata",63510
"Palicourea_verrucifera",63511
"Panicum_eligulatum",63607
"Panicum_ensifolium",63608
"Panicum_erectifolium",63609
"Panicum_euprepes",63610
"Panicum_exiguum",63611
"Panicum_flexile",63612
"Panicum_fluviicola",63613
"Panicum_ghiesbreghtii",63615
"Panicum_ravenelii",63688
"Panicum_repens",63689
"Panicum_trichanthum",63739
"Panphalea_commersonii",63789
"Paramachaerium_schunkei",63929
"Paramiflos_glandulosus",63930
"Paramyrciaria_delicatula",63931
"Paranephelius_asperifolius",63932
"Paranephelius_jelskii",63933
"Paranephelius_ovatus",63934
"Paranephelius_uniflorus",63935
"Parapholis_filiformis",63936
"Parapholis_incurva",63937
"Paraphymatoceros_hallii",63938
"Parapiptadenia_excelsa",63945
"Peperomia_lanosa",66307
"Parathesis_longipedicellata",63976
"Parathesis_cintalapana",63991
"Parathesis_subulata",64021
"Parathesis_tartarea",64022
"Parathesis_tenorioi",64023
"Parathesis_tenuis",64024
"Parmeliopsis_hyperopta",64025
"Parathesis_tomentosa",64026
"Parathesis_trichogyne",64027
"Parathesis_tuxtlensis",64028
"Parathesis_vestita",64029
"Pariana_ecuadorensis",64043
"Parinari_campestris",64068
"Paspalum_hartwegianum",64189
"Paronychia_mexicana",64217
"Paspalum_compressifolium",64249
"Paspalum_conduplicatum",64250
"Paspalum_conjugatum",64251
"Paspalum_conspersum",64252
"Paspalum_convexum",64253
"Paspalum_corcovadense",64254
"Paspalum_cordatum",64255
"Passiflora_pascoensis",64304
"Passiflora_pavonis",64305
"Paspalum_burmanii",64331
"Paspalum_nicorae",64412
"Paspalum_notatum",64414
"Paspalum_rostratum",64452
"Paspalum_rufum",64453
"Paspalum_regnellii",64473
"Peperomia_lehmannii",66329
"Paspalum_usteri",64493
"Paspalum_uyucense",64494
"Paspalum_vaginatum",64495
"Paspalum_veredense",64496
"Paspalum_vexillarium",64497
"Paspalum_virgatum",64498
"Passiflora_anfracta",64499
"Passiflora_antioquiensis",64500
"Passiflora_apetala",64501
"Paspalum_wrightii",64511
"Passiflora_anastomosans",64528
"Passiflora_araujoi",64529
"Passiflora_arborea",64530
"Passiflora_arida",64531
"Passiflora_aristulata",64532
"Passiflora_arizonica",64533
"Passiflora_ascidia",64534
"Passiflora_auriculata",64535
"Passiflora_bahiensis",64536
"Passiflora_balbis",64537
"Passiflora_bicornis",64538
"Passiflora_cana",64550
"Passiflora_cuatrecasasii",64591
"Passiflora_exsudans",64620
"Passiflora_glandulosa",64637
"Passiflora_longicuspis",64668
"Passiflora_longipes",64672
"Passiflora_lehmannii",64700
"Passiflora_lepidota",64701
"Passiflora_leptopoda",64702
"Passiflora_liebmannii",64703
"Passiflora_ligularis",64704
"Passiflora_linda",64705
"Passiflora_manantlanensis",64706
"Passiflora_manicata",64708
"Passiflora_mansoi",64709
"Passiflora_rufostipulata",64801
"Passiflora_rugosa",64802
"Passiflora_saccoi",64803
"Passiflora_sanctaebarbarae",64804
"Passiflora_sanctae_mariae",64805
"Passiflora_sanguinolenta",64806
"Passiflora_saxicola",64807
"Passiflora_semiciliosa",64815
"Passiflora_triloba",64857
"Peperomia_marahuacensis",66354
"Peperomia_pseudoestrellensis",66459
"Passiflora_trinifolia",64858
"Passovia_robusta",64890
"Pastinaca_sativa",64891
"Paullinia_correae",64926
"Paullinia_costaricensis",64927
"Paullinia_costata",64928
"Paullinia_cupana",64929
"Paullinia_cururu",64930
"Paullinia_dasygonia",64931
"Paullinia_dasystachya",64932
"Paullinia_densiflora",64933
"Paullinia_dodgei",64934
"Paullinia_dukei",64935
"Paullinia_elegans",64936
"Paullinia_livescens",64937
"Paullinia_leiocarpa",64971
"Paullinia_rhomboidea",65007
"Paullinia_riodocensis",65008
"Paullinia_rubiginosa",65010
"Paullinia_trisulca",65033
"Pavonia_alnifolia",65058
"Pavonia_cymbalaria",65079
"Pavonia_dasypetala",65080
"Pavonia_ducke_limae",65081
"Pavonia_durangensis",65082
"Pavonia_dusenii",65083
"Pavonia_erythrolema",65084
"Pavonia_flavispina",65085
"Paxistima_myrsinities",65086
"Paypayrola_blanchetiana",65087
"Pavonia_longifolia",65123
"Pavonia_paludicola",65158
"Pecluma_consimilis",65170
"Pecluma_curvans",65171
"Peperomia_reflexa",66495
"Pavonia_subrotunda",65212
"Pavonia_uniflora",65213
"Pavonia_vannii",65214
"Pavonia_varians",65215
"Pavonia_viscosa",65216
"Pavonia_zehntneri",65217
"Paxistima_canbyi",65218
"Paxistima_myrsinites",65219
"Pedicularis_glabra",65355
"Pedicularis_grayi",65356
"Pedicularis_groenlandica",65357
"Pedicularis_howellii",65358
"Pedicularis_interior",65359
"Pedicularis_labradorica",65360
"Pelargonium_tomentosum",65409
"Peltogyne_pauciflora",65410
"Pelea_pseudoanisata",65413
"Peltophorum_dubium",65551
"Pennellia_longifolia",65583
"Penstemon_carnosus",65618
"Penstemon_breviculus",65628
"Penstemon_albidus",65630
"Penstemon_albomarginatus",65631
"Penstemon_cobaea",65652
"Penstemon_harringtonii",65653
"Penstemon_hartwegii",65654
"Penstemon_attenuatus",65657
"Persea_perglauca",66972
"Penstemon_auriberbis",65659
"Penstemon_australis",65660
"Penstemon_azureus",65661
"Penstemon_baccharifolius",65662
"Penstemon_barbatus",65663
"Penstemon_variabilis",65664
"Penstemon_gormanii",65696
"Penstemon_gracilentus",65697
"Pentacalia_decomposita",65713
"Pentacalia_desiderabilis",65714
"Pentacalia_diamantensis",65715
"Peperomia_chicamochana",65716
"Penstemon_dasyphyllus",65718
"Penstemon_davidsonii",65719
"Penstemon_deaveri",65720
"Penstemon_grinnellii",65727
"Peperomia_chimboana",65728
"Peperomia_chromatogena",65729
"Peperomia_ciliaris",65730
"Pentacalia_dictyophlebia",65733
"Penstemon_multicaulis",65743
"Penstemon_gentryi",65755
"Penstemon_pahutensis",65756
"Penstemon_pallidus",65757
"Penstemon_palmeri",65758
"Peperomia_ciliato_caespitosa",65759
"Peperomia_cyclaminoides",65795
"Penstemon_macbridei",65802
"Phacelia_minutissima",67371
"Phacelia_mohavensis",67372
"Phacelia_nemoralis",67374
"Penstemon_marcusii",65803
"Penstemon_metcalfei",65804
"Pentacalia_gibbiflora",65976
"Pentacalia_myrsinites",65994
"Pentacalia_silvascandens",66013
"Pentacalia_sonsonensis",66014
"Pentacalia_sotarensis",66015
"Pentacalia_streptothamna",66016
"Pentacalia_subarachnoidea",66017
"Peperomia_glareosa",66018
"Peperomia_glazioui",66019
"Pentachaeta_fragilis",66055
"Peperomia_crassulaecaulis",66214
"Peperomia_inaequalilimba",66296
"Peperomia_inaequilatera",66297
"Peperomia_incana",66298
"Peperomia_incisa",66299
"Peperomia_juniniana",66300
"Peperomia_klotzschiana",66301
"Peperomia_lanceolata",66302
"Peperomia_lanceolatopeltata",66303
"Peperomia_lanceolato_peltata",66304
"Peperomia_lancifolia",66305
"Peperomia_salaminana",66528
"Peperomia_talamancana",66592
"Peperomia_talinifolia",66593
"Peperomia_vallensis",66631
"Peperomia_valliculae",66632
"Peperomia_vegana",66633
"Peperomia_velloziana",66634
"Peperomia_venabulifolia",66635
"Peperomia_venezueliana",66636
"Peristethium_lojae",66742
"Peristrophe_angustifolia",66743
"Pescatoria_lehmannii",66744
"Perilla_frutescens",66756
"Perezia_coerulescens",66759
"Perezia_pedicularidifolia",66770
"Perezia_prenanthoides",66773
"Perissocarpa_umbellifera",66807
"Perissocoeleum_barclayae",66808
"Perissocoeleum_phylloideum",66809
"Perissocoeleum_purdiei",66810
"Peristeria_cerina",66811
"Phalaris_lemmonii",66952
"Phacelia_neomexicana",67375
"Persea_perseiphylla",66973
"Persea_peruviana",66974
"Persea_povedae",66975
"Persea_pseudofasciculata",66976
"Persea_tomentosa",66977
"Persea_venosa",66978
"Persea_veraguasensis",66979
"Persea_vesticula",66980
"Persea_weberbaueri",66981
"Persea_willdenovii",66982
"Persicaria_acuminata",66983
"Persicaria_alpina",66984
"Persicaria_amphibia",66985
"Persicaria_amplexicaulis",66986
"Persicaria_arifolia",66987
"Pescatoria_coronaria",67113
"Pescatoria_dayana",67114
"Pescatoria_ecuadorana",67115
"Pescatoria_hemixantha",67116
"Pescatoria_violacea",67117
"Petalonyx_crenatus",67118
"Petalonyx_gilmanii",67119
"Petalonyx_linearis",67120
"Phaeophyscia_erythrocardia",67122
"Phaeophyscia_hirsuta",67123
"Petasites_japonicus",67171
"Petenaea_cordata",67172
"Petunia_scheideana",67178
"Phaeoceros_oreganus",67402
"Phanerophlebia_macrosora",67417
"Collema_polycarpon",21773
"Cordia_guaranitica",22619
"Cupania_guatemalensis",24892
"Petunia_violacea",67179
"Petunia_x",67180
"Peucedanum_euryptera",67181
"Peucedanum_macrocarpum",67182
"Peucedanum_ostruthium",67183
"Peucedanum_palustre",67184
"Peucephyllum_schottii",67185
"Peumus_boldus",67186
"Peyritschia_deyeuxioides",67188
"Pfaffia_elata",67197
"Pfaffia_eriocephala",67198
"Pfaffia_fruticulosa",67199
"Pfaffia_glomerata",67200
"Pfaffia_gnaphalioides",67201
"Phacelia_californica",67239
"Phacelia_calthifolia",67240
"Phacelia_capitata",67241
"Phacelia_cicutaria",67244
"Phaius_grandiflorus",67456
"Phacelia_congdonii",67247
"Phacelia_congesta",67248
"Phacelia_glaberrima",67249
"Phaeophyscia_imbricata",67250
"Phaeophyscia_insignis",67251
"Phaeophyscia_kairamoi",67252
"Phaeophyscia_nigricans",67253
"Phaeophyscia_orbicularis",67254
"Phaeophyscia_pusilloides",67255
"Phaeophyscia_rubropulchra",67256
"Phaeophyscia_sciastra",67257
"Phaeopyxis_punctum",67258
"Phaeorrhiza_nimbosa",67259
"Phaeospora_rimosicola",67261
"Phalaenopsis_fimbriata",67327
"Philonotis_vagans",67340
"Phalaris_angusta",67362
"Phalaris_aquatica",67363
"Phalaris_arundinacea",67364
"Phanera_trichosepala",67365
"Phanerophlebia_auriculata",67366
"Phacelia_minor",67370
"Phaius_tankervilliae",67457
"Phalacraea_longipetiolata",67458
"Phalaris_brachystachys",67459
"Phalaris_canariensis",67460
"Phalaris_caroliniana",67461
"Phenax_hirtus",67603
"Philibertia_affinis",67629
"Philibertia_alba",67630
"Philibertia_amblystigma",67631
"Philodendron_angustialatum",67632
"Philodendron_angustilobum",67633
"Philibertia_barbata",67634
"Philibertia_bicornuta",67635
"Philibertia_boliviana",67636
"Philibertia_longistyla",67647
"Philibertia_lysimachioides",67648
"Philibertia_multiflora",67650
"Philodendron_anthrocynis",67681
"Philodendron_chrysocarpum",67729
"Philodendron_cipoense",67730
"Philodendron_clarkei",67731
"Philodendron_conforme",67732
"Philodendron_consanguineum",67733
"Philodendron_copense",67734
"Philodendron_cremersii",67744
"Philodendron_cuneatum",67745
"Philodendron_curvilobum",67746
"Phyllostachys_viridiglaucescens",67747
"Philodendron_juninense",67848
"Philodendron_ligulatum",67852
"Philodendron_longilaminatum",67857
"Philodendron_longipes",67858
"Phyllostachys_vivax",67859
"Philodendron_ochrostemon",67912
"Philodendron_pipolyi",67937
"Philodendron_rhodospathiphyllum",67969
"Philodendron_ricaurtense",67970
"Philodendron_rosaortiziae",67971
"Philodendron_roseocataphyllum",67972
"Philodendron_scottmorianum",67973
"Philodendron_seguine",67974
"Philonotis_seriata",68095
"Phleum_alpinum",68133
"Phoradendron_anceps",68149
"Phyllanthus_bahiensis",68150
"Phlox_griseola",68152
"Phlox_hendersonii",68153
"Physalis_subilsiana",68165
"Phoradendron_burgeri",68189
"Phyllanthus_barbarae",68205
"Phyllanthus_glaziovii",68554
"Cupania_hirsuta",24893
"Cupania_hispida",24894
"Cupania_juglandifolia",24895
"Phlox_gladiformis",68207
"Phlox_gracilis",68208
"Phlox_reptans",68220
"Phlox_reticulata",68221
"Phoebe_benthamiana",68222
"Phoebe_tetragona",68223
"Phoebe_trinervis",68224
"Phoenicaulis_cheiranthoides",68225
"Phoenix_canariensis",68226
"Phoenix_dactylifera",68227
"Phoenix_paludosa",68228
"Pholidostachys_dactyloides",68229
"Pholidostachys_mooreana",68230
"Phoradendron_haberi",68231
"Phoradendron_habrostachyum",68232
"Phyllanthus_hyssopifolioides",68266
"Phlyctidia_ludoviciensis",68268
"Phlyctis_argena",68270
"Phoradendron_bolleanum",68286
"Phragmipedium_longifolium",68443
"Phyllanthus_ericoides",68538
"Phyllanthus_galeottianus",68552
"Phyllanthus_gentryi",68553
"Phyllanthus_gracilis",68555
"Cupania_paniculata",24896
"Phyllanthus_gradyi",68556
"Phyllanthus_grandifolius",68557
"Phyllanthus_graveolens",68558
"Phyllanthus_harrimanii",68559
"Phyllanthus_liebmannianus",68560
"Phyllanthus_liesneri",68561
"Phyllanthus_lindbergii",68562
"Phyllanthus_longistylus",68563
"Pilea_auriculata",68565
"Phyllanthus_meridensis",68569
"Phyllanthus_rupestris",68604
"Phyllostachys_sulphurea",68629
"Physalis_ixocarpa",68699
"Physalis_lanceolata",68700
"Physalis_lassa",68701
"Physaria_aurea",68702
"Physalis_philadelphica",68735
"Physalis_latiphysa",68736
"Physalis_leptophylla",68737
"Physalis_lobata",68738
"Physalis_longicaulis",68739
"Physalis_longifolia",68740
"Physalis_margaranthoides",68741
"Physalis_mayana",68742
"Physalis_melanocystis",68743
"Pilosperma_quadratum",69219
"Desmodium_adscendens",27335
"Desmodium_affine",27336
"Physalis_microcarpa",68744
"Physalis_porrecta",68749
"Physalis_pruinosa",68750
"Physalis_pubescens",68751
"Physalis_pumila",68752
"Physaria_arenosa",68771
"Physaria_argentea",68772
"Physaria_lateralis",68817
"Physaria_lindheimeri",68818
"Picramnia_warmingiana",68819
"Physaria_reediana",68924
"Physocarpus_malvaceus",68947
"Physocarpus_monogynus",68948
"Physocarpus_opulifolius",68949
"Physodium_adenodes",68953
"Physogyne_gonzalezii",68954
"Physospermum_cornubiense",68955
"Physostegia_angustifolia",68956
"Picramnia_guianensis",68980
"Picramnia_oreadica",68989
"Pilea_erosa",69016
"Pilea_acuminata",69018
"Pilopogon_gracilis",69152
"Pilosocereus_pentaedrophorus",69212
"Pilosocereus_polygonus",69213
"Pilosocereus_purpusii",69214
"Pilosocereus_quadricentralis",69215
"Pilosocereus_royenii",69216
"Pilosocereus_subsimilis",69217
"Pilosocereus_tuberculatus",69218
"Dichorisandra_procera",27775
"Pilostyles_calliandrae",69220
"Pilostyles_galactiae",69221
"Pilostyles_globosa",69222
"Pilotrichum_bipinnatum",69248
"Pinguicula_pumila",69356
"Pinochia_peninsularis",69368
"Piper_abutiloides",69369
"Piper_achotense",69370
"Piper_bangii",69463
"Piper_cararense",69518
"Piper_erectipilum",69519
"Piper_carlosii",69523
"Piper_carpinteranum",69525
"Piper_davidsonii",69606
"Piper_decurrens",69607
"Piper_deductum",69608
"Piper_delineatum",69609
"Piper_demeraranum",69610
"Piper_dennisii",69611
"Piper_dichotomum",69612
"Piper_eriocladum",69613
"Piper_eriopodon",69614
"Piper_longestylosum",69815
"Piper_parmatum",69922
"Piper_patulum",69923
"Piper_patzulinum",69924
"Piper_paulowniifolium",69926
"Piper_picobonitoense",69946
"Pitcairnia_scandens",70551
"Piper_pilibracteum",69947
"Piper_piliovarium",69948
